Nama,Nama_Toko,Harga,banyak_terjual,Rating,Link,Komentar
Pulsar X2H MINI Wireless Gaming Mouse - Red,Goodgamingshop,Rp1.609.000,30+,5,https://www.tokopedia.com/goodgamingshop/pulsar-x2h-mini-wireless-gaming-mouse-red-c940a?extParam=src%3Dshop%26whid%3D4830959&aff_unique_id=&channel=others&chain_key=,"Proses pesanan cepat, packingan aman. yg versi mini ternyata cukup kecil (sebelum nya pake xlite v2) jd mgkn bakal butuh adaptasi lg. tp so far so good 👍🏼 || wuenakk || Goated"
Press PLay FIREFLY Micro Wireless Gaming Mouse by Press Play - Gaming Mouse,Goodgamingshop,Rp289.000,3,5,https://www.tokopedia.com/goodgamingshop/press-play-firefly-micro-wireless-gaming-mouse-by-press-play-gaming-mouse-1730955627928061095?extParam=src%3Dshop%26whid%3D4830959&aff_unique_id=&channel=others&chain_key=,
Razer DeathAdder V2 X HyperSpeed Wireless - Gaming Mouse,Goodgamingshop,Rp588.000,100+,4.9,https://www.tokopedia.com/goodgamingshop/razer-deathadder-v2-x-hyperspeed-wireless-gaming-mouse?extParam=src%3Dshop%26whid%3D4830959&aff_unique_id=&channel=others&chain_key=,"Manteb barang ori dan seller fast response || cepat sampai, barang mantul poll deh , garansi resmi , barang segel , kotak dus juga tidak penyok, barang sudah di test dan sangat premium, top markotop dehh pokoknya || Paket sudah sampai di tujuan dan diterima aman… Ditest mousnya berfungsi dengan baik dan lancar baik pakai dongle maupun bluetoothnya… Thanks 👍🏻"
Sades Mouse Gaming MMO/MOBA SADES KYU,Goodgamingshop,Rp399.000,8,5,https://www.tokopedia.com/goodgamingshop/sades-mouse-gaming-mmo-moba-sades-kyu?extParam=src%3Dshop%26whid%3D4830959&aff_unique_id=&channel=others&chain_key=,"barang sesuai deskripsi, pelayanan cepat 👌👌 || seperti biasa, selalu mantab beli di sini || Best value mouse"
SteelSeries Prime Pro Series - Gaming Mouse - Prime Only,Goodgamingshop,Rp850.000,17,5,https://www.tokopedia.com/goodgamingshop/steelseries-prime-pro-series-gaming-mouse-prime-only?extParam=src%3Dshop%26whid%3D4830959&aff_unique_id=&channel=others&chain_key=,"Very gud stuff, sayang feet nya blm pure ptfe.. comfy af buat palm sama relaxed claw di tangan 19x10cm.. glide nya jg lumayan licin walaupun agak scratchy dikit || Keren! || adminnya super baiiikkk 🥺🥺"
REXUS G10 GAMING MOUSE - Black,Goodgamingshop,Rp109.000,10,4.8,https://www.tokopedia.com/goodgamingshop/rexus-g10-gaming-mouse-black?extParam=src%3Dshop%26whid%3D4830959&aff_unique_id=&channel=others&chain_key=,"mantab product berkualitas. pelayanan terbaik || mouse lu mayan enak dan solid, worth buat di harga segini"
Logitech G502X PLUS Wireless - Gaming Mouse - Hitam,Goodgamingshop,Rp2.375.000,50+,4.9,https://www.tokopedia.com/goodgamingshop/logitech-g502x-plus-wireless-gaming-mouse-hitam?extParam=src%3Dshop%26whid%3D4830959&aff_unique_id=&channel=others&chain_key=,"G502-X+ yang merupakan G502 generasi keempat ini agak lebih enteng dari G502 Proteus generasi satu, mungkin karena gak ada pemberat yang bisa dipasang dan dicopot nya. D... || Ga pernah ragu buat belanja gaming peripherals disini. Enak banget buat dipakai kerja soalnya customizable buttonnya banyak. Secara genggaman nyaman dan berat juga pas. P... || Tiba tiba uda sampeee! Thanks good gaming akhirnya gw bisa upgrade mouse seri tercinta gw, gokil ini mouse emg legendariss! Tinggal gelut ama ghub nya aja nih yg suka gaj..."
Mouse Gaming Rexus Xierra X18 RIFLE - Hitam,Goodgamingshop,Rp169.000,23,5,https://www.tokopedia.com/goodgamingshop/mouse-gaming-rexus-xierra-x18-rifle-hitam?extParam=src%3Dshop%26whid%3D4830959&aff_unique_id=&channel=others&chain_key=,"Fast respon, pengiriman cepat tepat waktu, packing rapih & Mouse berfungsi dgn baik. Software friendly user & RGB nya bnyk pilihan. Sensitivitas pergerakn mouse j... || kualitas bagus dapet casing juga buat harga mouse 100rb an dah pake pixart entry level lumayan lah || Best value mouse"
Pulsar X2 H Wireless Gaming Mouse - Putih,Goodgamingshop,Rp1.499.000,12,4.7,https://www.tokopedia.com/goodgamingshop/pulsar-x2-h-wireless-gaming-mouse-putih-a6216?extParam=src%3Dshop%26whid%3D4830959&aff_unique_id=&channel=others&chain_key=,"tertarik banget buat nyobain x2h , review2 bilang nyaman untuk relax claw, tapi katanya QC nya jelek, sering sticky click. Namun, di produksi batch terbaru katanya sudah... || Best value mouse Nyaman dan praktis tinggal plug and play"
SteelSeries Rival 3 - Gaming Mouse,Goodgamingshop,Rp585.000,100+,5,https://www.tokopedia.com/goodgamingshop/steelseries-rival-3-gaming-mouse?extParam=src%3Dshop%26whid%3D4830959&aff_unique_id=&channel=others&chain_key=,"Desain minimalis, Feel tombolnya enak dan gak terlalu berisik setiap klik. Pengaturan melalui aplikasi SteelSeries GG sangat mumpuni, semua tombol bisa di-custom dan bisa... || respon kenceng dan ramah, packingnya bagus. klo dilihat sekilas pasti hampir g ada beda sama versi murahnya rival 95, tapi pas digenggam dan dipencet baru berasa, kabel l... || Admin jelas fast response.. lalu dalam membuat keterangan ppada produknya jg jelas sehingga tidak perlu tanya lg tinggal gas beli.. barnag dikirim dg baik secara kemasa..."
Pulsar X2 V2 Mini Wireless Gaming Mouse - Hitam,Goodgamingshop,Rp1.599.000,30+,5,https://www.tokopedia.com/goodgamingshop/pulsar-x2-v2-mini-wireless-gaming-mouse-hitam-87600?extParam=src%3Dshop%26whid%3D4830959&aff_unique_id=&channel=others&chain_key=,"Nyaman dan praktis tinggal plug and play Ukuran mouse pas ditangan. Best value mouse || mantep, agak kaget pas nyoba soalnya ringan, ukuran pas banget buat tangan -+17cm || mantap box penyok sedikit tp isinya aman"
Cooler Master MM731 - Gaming Mouse - White,Goodgamingshop,Rp899.000,8,5,https://www.tokopedia.com/goodgamingshop/cooler-master-mm731-gaming-mouse-white?extParam=src%3Dshop%26whid%3D4830959&aff_unique_id=&channel=others&chain_key=,
Mouse Gaming NYK Nemesis HK-500 - Hitam,Goodgamingshop,Rp150.000,18,4.8,https://www.tokopedia.com/goodgamingshop/mouse-gaming-nyk-nemesis-hk-500-hitam-ccc03?extParam=src%3Dshop%26whid%3D4830959&aff_unique_id=&channel=others&chain_key=,"meskipun ada minus di dus dan ada coretan dikit di mousenya tapi gpp, yang penting bisa mouse bisa digunakan, apalagi sangat cepat pengirimannya. || Barang sampai dengan selamat dan berfungsi dengan baik, mantab lah semoga bisa awet || Sudah diterima mouse gaming nyk hk 500 warna hitam, empuk mousenya, bagus dan puas."
Razer Deathadder Essentials - Gaming Mouse - Mouse Only,Goodgamingshop,Rp260.000,500+,5,https://www.tokopedia.com/goodgamingshop/razer-deathadder-essentials-gaming-mouse-mouse-only?extParam=src%3Dshop%26whid%3D4830959&aff_unique_id=&channel=others&chain_key=,"Walaupun kebesaran bagi tangan sya yg medium tapi gk nyesel dah, smooth nya itu loh yg bikin jatuh hati, maklum flagship mouse pertama haha. || pengiriman sesuai estimasi walaupun hujan, produk baguss nyaman di tangan yg gede. || Paket sudah sampai di tujuan, mouse sudah ditest dan berfungsi dengan baik… Thanks 👍🏻"
"NOVA PRO Lightweight Wireless Gaming Mouse - Putih, Mouse",Goodgamingshop,Rp379.000,30+,5,https://www.tokopedia.com/goodgamingshop/nova-pro-lightweight-wireless-gaming-mouse-putih-mouse-12858?extParam=src%3Dshop%26whid%3D4830959&aff_unique_id=&channel=others&chain_key=,"Sesuai deskripsi, scroll mantap, responsif bisa diatur sesuai kebutuhan. Semoga baterai awet || I often visit the offline store to buy my gaming stuff but this time i go online, the mouse itself is excelent and the build quality is above its price, the performance i... || worth the money kalo ga harus brand minded bgt, udh cukup buat kebutuhan dasar, plus main apex ga masalah"
"Scyrox V6 / V-6 Ultra Lightweight Gaming Mouse PAW-3950 8K Polling Rate 30.000 DPI - Gaming Mouse - Hitam, FREE MOUSEPAD",Goodgamingshop,Rp1.200.000,4,5,https://www.tokopedia.com/goodgamingshop/scyrox-v6-v-6-ultra-lightweight-gaming-mouse-paw-3950-8k-polling-rate-30-000-dpi-gaming-mouse-1731030406272812199?extParam=src%3Dshop%26whid%3D4830959&aff_unique_id=&channel=others&chain_key=,
Dareu EM928 SPARTA - Gaming Mouse,Goodgamingshop,Rp480.000,7,5,https://www.tokopedia.com/goodgamingshop/dareu-em928-sparta-gaming-mouse?extParam=src%3Dshop%26whid%3D4830959&aff_unique_id=&channel=others&chain_key=,"Mantap pengiriman cepat respon juga lumayan, barangnya juga bagus solid walaupun murah || Terimakasih || ntapppppppppppp bingitZ aman jaya bossqueeee"
Rexus Mouse Gaming Xierra X15 - Gaming Mouse - Putih,Goodgamingshop,Rp159.000,40+,5,https://www.tokopedia.com/goodgamingshop/rexus-mouse-gaming-xierra-x15-gaming-mouse-putih?extParam=src%3Dshop%26whid%3D4830959&aff_unique_id=&channel=others&chain_key=,"Penjual keren abis lah,aman paketnya, walau proses sama pengiriman agak lama maklum lebaran, makasih yaa sukses selalu🙏 || berfungsi dengan sempurna || pengiriman cepat!, packing aman, thanks bonusnya"
Fantech W195 / W195-R Wireless 2.4ghz + Bluetooth 5 Mouse Office Kantor Dual Mode Free Baterai - Vertical Mouse - W195R Abu-abu,Goodgamingshop,Rp229.000,5,5,https://www.tokopedia.com/goodgamingshop/fantech-w195-w195-r-wireless-2-4ghz-bluetooth-5-mouse-office-kantor-dual-mode-free-baterai-vertical-mouse-1731047546373112999?extParam=src%3Dshop%26whid%3D4830959&aff_unique_id=&channel=others&chain_key=,"Tokonya fast respon dan juga jujur tentang pengiriman kalo lama dikasih tau, kalo cepet juga dikabarin. Barangnya bagus sesuai deskripsi! Mantab semoga awet || Udah sampai dengan selamat, adminnya helpful dan fast response banget. Ga salah dah langganan di sini 🫶🏻 Thank you Goodgaming!"
Gamen GM100 - Macro Mouse Gaming,Goodgamingshop,Rp70.500,3,5,https://www.tokopedia.com/goodgamingshop/gamen-gm100-macro-mouse-gaming?extParam=whid%3D4830959%26src%3Dshop&aff_unique_id=&channel=others&chain_key=,
Steelseries Aerox 5 Wireless - Gaming Mouse,Goodgamingshop,Rp2.090.000,30+,5,https://www.tokopedia.com/goodgamingshop/steelseries-aerox-5-wireless-gaming-mouse?extParam=src%3Dshop%26whid%3D4830959&aff_unique_id=&channel=others&chain_key=,"Respon seller cepet parah, kurir juga cepet Barang mulus banget, super keren Recommended and trusted seller bgt Mantap josss || Barang sampe aman pake double bubble wrap. Mousenya sendiri emang enteng bngt sama grip nya cocok di tangan yg medium to large. Kombinasi beli sama Rexus Daxa corudura jg... || barang nya sangat memuaskan tidak ada cacat sama sekali"
SteelSeries Rival 5 - Gaming Mouse,Goodgamingshop,Rp1.099.000,90+,5,https://www.tokopedia.com/goodgamingshop/steelseries-rival-5-gaming-mouse?extParam=src%3Dshop%26whid%3D4830959&aff_unique_id=&channel=others&chain_key=,"mantap barangnya ok.. cuma tidak dikasih stiker yg dijanjikan.. barang original... || Barang bagus, ori, ada garansi, cepet nyampe, respon chat nya aja lama. || Packing tebel, barang dalam kondisi baik"
Glorious Model O PRO Optical Gaming Mouse - Red Fox,Goodgamingshop,Rp799.000,30+,5,https://www.tokopedia.com/goodgamingshop/glorious-model-o-pro-optical-gaming-mouse-red-fox?extParam=src%3Dshop%26whid%3D4830959&aff_unique_id=&channel=others&chain_key=,"Mouse idaman dari 2021 tapi dulu yang desain yang masih honeycomb dan cuma ada warna hitam dan putih. Packing sangat oke dan box masih segel original, ada bonus stiker ju... || Nyaman dan praktis tinggal plug and play Ukuran mouse pas ditangan. Best value mouse. Respon seller cepat, recommended || uda sebulanan pakai mouse enak banget ini. ga ada kendala, gada issue yang banyak disebutin di reviewer. masih kokoh hingga saat ini"
Cooler Master MM712 Gaming Mouse - White,Goodgamingshop,Rp649.000,15,5,https://www.tokopedia.com/goodgamingshop/cooler-master-mm712-gaming-mouse-white-f3436?extParam=src%3Dshop%26whid%3D4830959&aff_unique_id=&channel=others&chain_key=,beli yg varian anniv supaya beda aja. mouse release tahun lalu baru masuk sini sekarang. mousenya cukup kecil buat tangan saya sekitar jadi claw/fingertip. clicknya ok ha... || Kualitas mantap. Pas di genggaman & responsif. Recommended seller 👍 || Respon cepat dan pelayanan bagus👍
Razer Viper V3 HyperSpeed - Black - Wireless Esports Gaming Mouse,Goodgamingshop,Rp1.239.000,12,5,https://www.tokopedia.com/goodgamingshop/razer-viper-v3-hyperspeed-black-wireless-esports-gaming-mouse?extParam=src%3Dshop%26whid%3D4830959&aff_unique_id=&channel=others&chain_key=,
Razer Deathadder Essentials White Edition - Gaming Mouse - Mouse Only,Goodgamingshop,Rp260.000,250+,5,https://www.tokopedia.com/goodgamingshop/razer-deathadder-essentials-white-edition-gaming-mouse-mouse-only?extParam=whid%3D4830959%26src%3Dshop&aff_unique_id=&channel=others&chain_key=,"Produk mendarah dg aman, packing aman, mouse berfungsi normal, admin gercep dan barang segel baru mantapp..Terima Kasih..pacarku sukaa.. || Mouse diterima dengan baik, bekerja lancar dan nyaman di tangan, dan dapat bonus stiker dr mouse serta toko. Toko gercep, paket juga cepat datang, packing aman. Mantap. || mouse budget ter enak untuk ukuran tangan L dan penggunaan ugal ugalan, punya mouse ini yg hitam, tahan 1 tahun sebelum double click."
Razer DeathAdder V3 Pro - Black - SmoothTouch 8000 Hz Gaming Mouse,Goodgamingshop,Rp2.999.000,10,5,https://www.tokopedia.com/goodgamingshop/razer-deathadder-v3-pro-black-smoothtouch-8000-hz-gaming-mouse?extParam=src%3Dshop%26whid%3D4830959&aff_unique_id=&channel=others&chain_key=,"fastrespon , pengiriman cepat dan yang pasti barangnya terjamin original"
Razer Viper V2 Pro Ultra Lightweight Wireless - Gaming Mouse - White Edition,Goodgamingshop,Rp1.545.000,90+,4.9,https://www.tokopedia.com/goodgamingshop/razer-viper-v2-pro-ultra-lightweight-wireless-gaming-mouse-white-edition?extParam=src%3Dshop%26whid%3D4830959&aff_unique_id=&channel=others&chain_key=,"kece sekali mouse nya, ringan, dan bagus kualitasnya pokoknya 9/10 || Recommended seller, tanya dan dijelaskan panjang lebar dan gamblang harga dapat yg terbaik mantab dah pake DJEMPOL Barang bagus, harga terbaik, seller yg ramah dan resp... || Emang gak salah PO ini mouse dari sizenya pas ditangan. Gak bisa berkata banyak actually new main mouse."
Dareu LM107 Knight - Gaming Mouse,Goodgamingshop,Rp140.000,6,5,https://www.tokopedia.com/goodgamingshop/dareu-lm107-knight-gaming-mouse?extParam=src%3Dshop%26whid%3D4830959&aff_unique_id=&channel=others&chain_key=,Ukuran mouse pas ditangan. Nyaman dan praktis tinggal plug and play. Build quality cukup baik. Penjual cepat memproses pesanan. || Nyaman dan praktis tinggal plug and play
SteelSeries Prime Gaming Mouse - Gaming Mouse (NON WARRANTY),Goodgamingshop,Rp350.000,18,5,https://www.tokopedia.com/goodgamingshop/steelseries-prime-gaming-mouse-gaming-mouse-non-warranty?extParam=src%3Dshop%26whid%3D4830959&aff_unique_id=&channel=others&chain_key=,feel mousenya kayak perpanjangan tangan enak buat digenggam dan untuk pelayanan seller selalu memuaskan
Razer Deathadder V3 - Gaming Mouse,Goodgamingshop,Rp1.199.000,25,5,https://www.tokopedia.com/goodgamingshop/razer-deathadder-v3-gaming-mouse?extParam=src%3Dshop%26whid%3D4830959&aff_unique_id=&channel=others&chain_key=,"Seller sangat ramah dan informatif. Build Quality terasa kokoh walaupun bobot sangat ringan. Coating sangat nyaman asli terasa barang mahal. Clicknya agak berat tapi teta... || pengiriman cepat, barang mantap, untuk ada kerusakan juga semua dibantu oleh toko (dari mouse terdahulu testimoninya) Ukuran mouse pas ditangan. Best value mouse || sempat meragukan tp ternyata beneran ori 👍🏻"
-,-,-,-,-,https://www.tokopedia.com/clover-gaming/razer-orochi-v2-ultra-lightweight-mobile-wireless-gaming-mouse-1729383740211234664?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,
Rexus QB300 / QB-300 Mouse Office Wireless Bluetooth Dual Mode - Beige,-,Rp119.000,-,-,https://www.tokopedia.com/clover-gaming/rexus-qb300-qb-300-mouse-office-wireless-bluetooth-dual-mode-beige-07713?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,
-,-,-,-,-,https://www.tokopedia.com/clover-gaming/dbe-mg200-ergonomic-mg-200-gaming-mouse-1729568559370046312?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,
Steelseries Aerox 3 Onyx 2022 Edition Wired - Gaming Mouse,Clover Gaming Indonesia,Rp1.150.000,7,5,https://www.tokopedia.com/clover-gaming/steelseries-aerox-3-onyx-2022-edition-wired-gaming-mouse?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,
Fantech WGC3 WGC-3 Crypto Wireless Gaming Mouse Dual Mode WGC 3 - White,-,Rp249.000,-,-,https://www.tokopedia.com/clover-gaming/fantech-wgc3-wgc-3-crypto-wireless-gaming-mouse-dual-mode-wgc-3-1729903685866326888?extParam=whid%3D709918%26src%3Dshop&aff_unique_id=&channel=others&chain_key=,
Sades Raiden S33 S-33 PRO Wireless Gaming Mouse Modular Triple Mode Swappable Switch Mouse - Putih,Clover Gaming Indonesia,Rp550.000,13,4.8,https://www.tokopedia.com/clover-gaming/sades-raiden-s33-s-33-pro-wireless-gaming-mouse-modular-triple-mode-swappable-switch-mouse-putih-f8d8d?extParam=whid%3D709918%26src%3Dshop&aff_unique_id=&channel=others&chain_key=,
Sades Akimbo RGB Wireless Dual Mode - Mouse Gaming - Warna,-,Rp520.000,-,-,https://www.tokopedia.com/clover-gaming/sades-akimbo-rgb-wireless-dual-mode-mouse-gaming-1729566033980328808?extParam=whid%3D709918%26src%3Dshop&aff_unique_id=&channel=others&chain_key=,
Fantech MP25 Sven Gaming Mousepad - MP256,-,Rp12.900,-,-,https://www.tokopedia.com/clover-gaming/fantech-mp25-sven-gaming-mousepad-1729996692037667688?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,
Rexus QB400 / QB-400 Mouse Office Wireless Bluetooth Dual Mode - Beige,Clover Gaming Indonesia,Rp185.000,70+,5,https://www.tokopedia.com/clover-gaming/rexus-qb400-qb-400-mouse-office-wireless-bluetooth-dual-mode-beige-07c4c?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,
-,-,-,-,-,https://www.tokopedia.com/clover-gaming/fantech-xd3-v3-helios-ii-1k-4k-wireless-gaming-mouse-tri-mode-xd3-v3-white-1k-5e31d?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,
Steelseries Rival 3 RGB Lightweight Gaming Mouse - Black,Clover Gaming Indonesia,Rp650.000,250+,5,https://www.tokopedia.com/clover-gaming/steelseries-rival-3-rgb-lightweight-gaming-mouse-1729383463230998376?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,"pelayanan mantao spt biasa. nice clover gaming 🔥 || mantap, order gosend jam 5 masi dilayanin dan dapet bonus keychain 👍 || barang dikemas dengan baik dan seller sangat responsif dan baik"
Fantech Venom II WGC2 VIBE Edition Wireless Mouse Gaming - Green,Clover Gaming Indonesia,Rp155.000,30+,4.9,https://www.tokopedia.com/clover-gaming/fantech-venom-ii-wgc2-vibe-edition-wireless-mouse-gaming-green-58a8a?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,"Recommend seller, respon cepat, packing terjamin aman, kualitas mouse & micro switch bagus, top 👍🏻 || Barang sdh diterima sesuai pesanan, fast respon, semoga awet lama ... || ternyata devicenya tak bisa dipakai macro"
Steelseries Prime Pro Series Gaming Mouse Macro RGB - Black,Clover Gaming Indonesia,Rp350.000,27,5,https://www.tokopedia.com/clover-gaming/steelseries-prime-pro-series-gaming-mouse-macro-rgb-1729383463247644520?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,"tolong buat orang **** di luar sana, kolom review ini BUKAN untuk mereview KURIR!! kalau kurirnya jelek ya itu pilihan ANDA!! kan bisa dipilih mau kurir yg mana. kolom re... || bagus"
Steelseries Aerox 3 Onyx 2022 Edition Wired - Gaming Mouse - Warna,Clover Gaming Indonesia,Rp1.150.000,9,5,https://www.tokopedia.com/clover-gaming/steelseries-aerox-3-onyx-2022-edition-wired-gaming-mouse-1729438739982617448?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,
Sades Ryunix Fujin MX2 MX-2 Wireless Gaming Mouse Lightweight Triple Connection MX 2 - White,Clover Gaming Indonesia,Rp325.000,18,5,https://www.tokopedia.com/clover-gaming/sades-ryunix-fujin-mx2-mx-2-wireless-gaming-mouse-lightweight-triple-connection-mx-2-white-f054e?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,
Fantech WG12R RAIGOR Gen III Rechargeable Wireless Gaming Mouse WG12 R - Black,Clover Gaming Indonesia,Rp88.000,100+,5,https://www.tokopedia.com/clover-gaming/fantech-wg12r-raigor-gen-iii-rechargeable-wireless-gaming-mouse-wg12-r-black-2eff9?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,"Barangnya sampai dengan aman, sudah dicoba semuanya lancar. Hanya saja, entah kenapa terasa lambat sekali pergerakan kursornya, sampai harus pakai sensitivitas maksimal d... || mantab keren joss sesuai pelayanan bagus sukses terus 👍🏻 || Nyaman dan praktis tinggal plug and play Best value mouse Ukuran mouse pas ditangan."
Rexus Mouse Gaming - Xierra X18 RIFLE RGB Wired - Hitam,Clover Gaming Indonesia,Rp159.000,250+,5,https://www.tokopedia.com/clover-gaming/rexus-mouse-gaming-xierra-x18-rifle-rgb-wired-1729580535550610280?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,"barang aman namun seller memroses pesanan sedikit lama kualitas bagus terasa kokoh Dan solid gak terlalu berat Dan sensor aman || pas untuk palm grip, banyak tombol makronya, kabel braided. Hanya saja software suka ngebug, untung sudah on-board memory || Ukuran mouse pas ditangan. Nyaman dan praktis tinggal plug and play, Best value mouse, original rexus 100%, recommended seller buat org bandung, pengiriman cepat 1 hari s..."
Rexus Q50 / Q-50 Wireless Office Mouse Silent Click Q 50 67g - Black,Clover Gaming Indonesia,Rp57.500,17,5,https://www.tokopedia.com/clover-gaming/rexus-q50-q-50-wireless-office-mouse-silent-click-q-50-67g-black-32bc1?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,"Biasa pake wired, pake wireless lupa di off mulu, jd vampire baterai deh wkwkwkw || Mouse recommended Mouse berfungsi dengan baik Bagus untuk kerja sehari-hari Sensifitas mousenya baik || Ok di harganya"
Rexus Mouse - Xierra 109 Mouse Gaming - Warna,-,Rp79.000,-,-,https://www.tokopedia.com/clover-gaming/rexus-mouse-xierra-109-mouse-gaming-1729532220318976872?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,"Pesanan sesuai dengan deskripsi. Pesanan tiba tepat waktu. Kelengkapan berupa mouse, dongle, dan traveling bag. Mouse menggunakan battery AAA x2. Konektivitas nirkabel de... || berfungsi dengan baik, harga terjangkau 👍👍 || sesuai harga"
Fantech W606 Go Wireless Office Mouse 2.4Ghz 1600DPI W-606 W 606 - White,Clover Gaming Indonesia,Rp50.000,100+,4.9,https://www.tokopedia.com/clover-gaming/fantech-w606-go-wireless-office-mouse-2-4ghz-1600dpi-w-606-w-606-white-5b90b?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,"aman, responsif, warnanya bagus, murah, aman sampai rumah || penjual tidak jujur dlm menginformasikan barang, bilangnya mouse silent click tp pas dtg tidak silent click || Barang sampai dengan aman dan sudah dicoba, hasilnya berjalan dengan baik"
Fantech G13 Rhasta II Gaming Mouse RGB - Black,,Rp59.000,1 rb+,4.9,https://www.tokopedia.com/clover-gaming/fantech-g13-rhasta-ii-gaming-mouse-rgb-1729383317683996520?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,Mousenya terdesain dengan minimalis dan enak juga untuk dipegang. Harga segini kualitas udh mantap. Semoga aja awetnya lama nih mouse. Sukses terus untuk Tokonya👍 ||  || 
Fantech RAIGOR II WG10 Wireless - Gaming Mouse - Black,Clover Gaming Indonesia,Rp73.000,250+,4.9,https://www.tokopedia.com/clover-gaming/fantech-raigor-ii-wg10-wireless-gaming-mouse-black?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,"Overall puas dengan produk dan penjual. Kurang tau apa masalahnya, sensor mouse kadang bergerak sendiri tapi sehat kembali setelah mencoba ganti batre. Saran saya kalau t... || mouse ori, ada kartu garansi, pengiriman aman. Semua tombol berfungsi baik. Mouse dengan lampu sensor merah dan mengarah straight ke bawah jadi lebih responsif dan sensit... || mantap, datang aman masih mulus, berfungsi sempurna💯✨"
"Noir Carpal Wrist Pad - Handrest Wristpad - Grey, Kiri",Clover Gaming Indonesia,Rp89.000,30+,5,https://www.tokopedia.com/clover-gaming/noir-carpal-wrist-pad-handrest-wristpad-1729700271582055272?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,"kualitas barang bagus dan nyaman digunakan. lumayan ringan tp Terasa solid || bahannya lumayan empuk, licin dipakai diatas deskmat || respon toko dan penyelesaiannya ok. barang yg diterima sesuai harapan"
Fantech KM100 Keyboard Mouse Combo Set,Clover Gaming Indonesia,Rp99.000,30+,5,https://www.tokopedia.com/clover-gaming/fantech-km100-keyboard-mouse-combo-set?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,Cepat sampainya. mudah2an gada yang error
Rexus Q20 Silent Click - Mouse Wireless Office - Black,Clover Gaming Indonesia,Rp57.500,500+,4.9,https://www.tokopedia.com/clover-gaming/rexus-q20-silent-click-mouse-wireless-office-1729665351990610792?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,"Seller sangat baik dan ramah fast respon juga tadi pengiriman pake instant nyampe cuman butuh sekitar 1 jam 1/2 terimakasih seller || Seller fast respon, barang datang dengan kondisi baik (packing super rapi dan aman) dan berfungsi semua (sudah ditest), semoga awet || Yuk, ceritain kepuasanmu tentang kualitas barang & pelayanan penjual."
Fantech AGILE MP353 Space Edition Size M Mousepad Gaming MP 353 SE - Black,Clover Gaming Indonesia,Rp69.000,70+,4.9,https://www.tokopedia.com/clover-gaming/fantech-agile-mp353-space-edition-size-m-mousepad-gaming-mp-353-se-black-f466c?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,"kayanya yang di kirim barang stok lama di gudang, dari dusnya udah buluk trus mouse pad nya ada bagian yang udah kotor bagian bawahnya juga sama || biutuiful"
Razer Deathadder Essential Gaming Mouse - Putih,-,Rp259.000,-,-,https://www.tokopedia.com/clover-gaming/razer-deathadder-essential-gaming-mouse-putih?extParam=src%3Dshop%26whid%3D709918&aff_unique_id=&channel=others&chain_key=,"barang nya bagus, ori, kirim cepat karna pke instan. semoga awet barang nya. warna sesuai keinginan jitam. pokonya bagus bangett. lancar terus toko nya. Terimakasih Tokop... || Barang sesuai deskripsi.. oke untuk gaming.. respon penjual aja yang rada lama.. barang oke bagus ga ada keluhan semoga gada keluhan seterusnya || sangat memuaskan dan sellernya pun ramah😁"
